"concept","conceptTitle"
"https://semopenalex.org/concept/C2781322055","Phosphoinositide 3-kinase"
"https://semopenalex.org/concept/C2779786684","Contrast medium"
"https://semopenalex.org/concept/C2776946213","Indigestion"
"https://semopenalex.org/concept/C2777092746","Humanized antibody"
"https://semopenalex.org/concept/C123894998","Fusion protein"
"https://semopenalex.org/concept/C2777108052","Electrochemotherapy"
"https://semopenalex.org/concept/C2776232574","Bleomycin"
"https://semopenalex.org/concept/C2776530083","Head and neck cancer"
"https://semopenalex.org/concept/C2777779247","Eye neoplasm"
"https://semopenalex.org/concept/C2779177807","non-small cell lung cancer (NSCLC)"
"https://semopenalex.org/concept/C2780439664","Skin biopsy"
"https://semopenalex.org/concept/C2779652045","Pharmaceutical industry"
"https://semopenalex.org/concept/C2777562237","Hyperplasia"
"https://semopenalex.org/concept/C2777132456","Vinblastine"
"https://semopenalex.org/concept/C2779787475","Bowel obstruction"
"https://semopenalex.org/concept/C2776820786","Endoscope"
"https://semopenalex.org/concept/C2777874381","Mucinous carcinoma"
"https://semopenalex.org/concept/C2775955815","Bile duct cancer"
"https://semopenalex.org/concept/C2780898957","Pseudomyxoma peritonei"
"https://semopenalex.org/concept/C52207206","Preventive healthcare"
"https://semopenalex.org/concept/C2777693549","Lung cancer staging"
"https://semopenalex.org/concept/C2778807442","Treatment of lung cancer"
"https://semopenalex.org/concept/C2778173781","Malignant peripheral nerve sheath tumor"
"https://semopenalex.org/concept/C2778984943","Neurofibromatosis"
"https://semopenalex.org/concept/C2777831590","Neurofibroma"
"https://semopenalex.org/concept/C2778102573","Neurofibromatosis type I"
"https://semopenalex.org/concept/C2779052582","Clear-cell sarcoma"
"https://semopenalex.org/concept/C2779568860","Liposarcoma"
"https://semopenalex.org/concept/C2780844630","Rhabdomyosarcoma"
"https://semopenalex.org/concept/C2780962732","Oxaliplatin"
"https://semopenalex.org/concept/C2777802072","Bevacizumab"
"https://semopenalex.org/concept/C2780259306","Irinotecan"
"https://semopenalex.org/concept/C2780964509","Dacarbazine"
"https://semopenalex.org/concept/C2780813298","Percutaneous"
"https://semopenalex.org/concept/C2778923194","STAT3"
"https://semopenalex.org/concept/C2780907711","Low back pain"
"https://semopenalex.org/concept/C2776129502","Mononucleosis"
"https://semopenalex.org/concept/C2780695269","Leprosy"
"https://semopenalex.org/concept/C2778270713","Phytoestrogens"
"https://semopenalex.org/concept/C2777922716","Sterigmatocystin"
"https://semopenalex.org/concept/C40758303","Aflatoxin"
"https://semopenalex.org/concept/C115085202","Immunotoxin"
"https://semopenalex.org/concept/C2776146153","Radioimmunotherapy"
"https://semopenalex.org/concept/C2777325958","Antibody-drug conjugate"
"https://semopenalex.org/concept/C2778959862","Genotoxicity"
"https://semopenalex.org/concept/C94581717","Telomerase"
"https://semopenalex.org/concept/C2778467961","Atypical teratoid rhabdoid tumor"
"https://semopenalex.org/concept/C2781432949","Ependymoma"
"https://semopenalex.org/concept/C2778740770","Lymphovascular invasion"
"https://semopenalex.org/concept/C2777472916","Renal cell carcinoma"
"https://semopenalex.org/concept/C2779399171","Malignancy"
"https://semopenalex.org/concept/C2779083892","Low birth weight"
"https://semopenalex.org/concept/C142083821","Chewing tobacco"
"https://semopenalex.org/concept/C2776938808","Germ cell tumors"
"https://semopenalex.org/concept/C2776252090","Dysgerminoma"
"https://semopenalex.org/concept/C2778074268","Seminoma"
"https://semopenalex.org/concept/C2778895204","Germinoma"
"https://semopenalex.org/concept/C2779342463","Endodermal sinus tumor"
"https://semopenalex.org/concept/C2780327976","Embryonal carcinoma"
"https://semopenalex.org/concept/C510490043","Asbestos"
"https://semopenalex.org/concept/C2777696064","Oophorectomy"
"https://semopenalex.org/concept/C2777292972","Paclitaxel"
"https://semopenalex.org/concept/C2780923524","Mitoxantrone"
"https://semopenalex.org/concept/C2777314012","Thymic involution"
"https://semopenalex.org/concept/C2779033064","Protein kinase inhibitor"
"https://semopenalex.org/concept/C2779138821","PARP inhibitor"
"https://semopenalex.org/concept/C2779962180","Olaparib"
"https://semopenalex.org/concept/C2780110267","Triple-negative breast cancer"
"https://semopenalex.org/concept/C2776154862","Paget's disease of bone"
"https://semopenalex.org/concept/C2779268555","Raltitrexed"
"https://semopenalex.org/concept/C2778397455","Antimetabolite"
"https://semopenalex.org/concept/C2778685788","Aminopterin"
"https://semopenalex.org/concept/C2781382166","Antifolate"
"https://semopenalex.org/concept/C2779283356","Ozone therapy"
"https://semopenalex.org/concept/C2777094939","Intracerebral hemorrhage"
"https://semopenalex.org/concept/C2780689927","Insulin-like growth factor"
"https://semopenalex.org/concept/C2781001896","Breast reconstruction"
"https://semopenalex.org/concept/C2779505540","National service"
"https://semopenalex.org/concept/C2779121184","Erythema"
"https://semopenalex.org/concept/C2780349322","Coeliac disease"
"https://semopenalex.org/concept/C3031857","Fas receptor"
"https://semopenalex.org/concept/C2779196057","Opportunistic infection"
"https://semopenalex.org/concept/C2779236070","Kaposi's sarcoma"
"https://semopenalex.org/concept/C2778858636","Prescription drug"
"https://semopenalex.org/concept/C2777642821","Scars"
"https://semopenalex.org/concept/C2781362533","Fibrous dysplasia"
"https://semopenalex.org/concept/C2778136109","Common cold"
"https://semopenalex.org/concept/C2779944901","Vasculogenic mimicry"
"https://semopenalex.org/concept/C2776193487","Basement membrane"
"https://semopenalex.org/concept/C2778589982","Barrett's esophagus"
"https://semopenalex.org/concept/C2779995187","Posttraumatic growth"
"https://semopenalex.org/concept/C2779820397","Drug delivery"
"https://semopenalex.org/concept/C2780057860","Endometrial stromal sarcoma"
"https://semopenalex.org/concept/C16930146","Stromal cell"
"https://semopenalex.org/concept/C2777590123","Uterine sarcoma"
"https://semopenalex.org/concept/C2778938455","Carcinosarcoma"
"https://semopenalex.org/concept/C2777377203","Radiofrequency ablation"
"https://semopenalex.org/concept/C2779504383","Autopsy"
"https://semopenalex.org/concept/C2780859518","Mucoepidermoid carcinoma"
"https://semopenalex.org/concept/C2779231225","Adenoid cystic carcinoma"
"https://semopenalex.org/concept/C2777506904","Ifosfamide"
"https://semopenalex.org/concept/C2778119113","Etoposide"
"https://semopenalex.org/concept/C2778670039","Nitrogen mustard"
"https://semopenalex.org/concept/C2779429289","Vincristine"
"https://semopenalex.org/concept/C55427017","Cancer stem cell"
"https://semopenalex.org/concept/C175259745","Massage"
"https://semopenalex.org/concept/C2777489490","Rheumatism"
"https://semopenalex.org/concept/C2777827897","Farnesyltransferase inhibitor"
"https://semopenalex.org/concept/C2778465436","Progeria"
"https://semopenalex.org/concept/C2779954681","Down syndrome"
"https://semopenalex.org/concept/C2776456063","High-grade prostatic intraepithelial neoplasia"
"https://semopenalex.org/concept/C2776326535","Zoledronic acid"
"https://semopenalex.org/concept/C2777251235","Bisphosphonate"
"https://semopenalex.org/concept/C2780737065","Radium-223"
"https://semopenalex.org/concept/C2779699572","Everolimus"
"https://semopenalex.org/concept/C2781112942","Constipation"
"https://semopenalex.org/concept/C2778293109","Clear-cell adenocarcinoma"
"https://semopenalex.org/concept/C2776910622","Synovial sarcoma"
"https://semopenalex.org/concept/C2779709535","Aggressive angiomyxoma"
"https://semopenalex.org/concept/C2776018949","Ectopic pregnancy"
"https://semopenalex.org/concept/C2781274730","Abscopal effect"
"https://semopenalex.org/concept/C2776780870","Cutaneous T-cell lymphoma"
"https://semopenalex.org/concept/C2779562246","Prophylactic cranial irradiation"
"https://semopenalex.org/concept/C2777127409","Glucagonoma"
"https://semopenalex.org/concept/C2779066768","Neuroendocrine tumors"
"https://semopenalex.org/concept/C2776294769","Melanocytic nevus"
"https://semopenalex.org/concept/C2776639595","Mutagen"
"https://semopenalex.org/concept/C520753416","Animal testing"
"https://semopenalex.org/concept/C2777054765","Dysgeusia"
"https://semopenalex.org/concept/C66640590","Mitotic index"
"https://semopenalex.org/concept/C2779030066","Muscular dystrophy"
"https://semopenalex.org/concept/C174475383","Cytogenetics"
"https://semopenalex.org/concept/C2780189214","Chromosome abnormality"
"https://semopenalex.org/concept/C134305767","Somatic cell"
"https://semopenalex.org/concept/C55698264","Somatic fusion"
"https://semopenalex.org/concept/C114691636","Cancer epigenetics"
"https://semopenalex.org/concept/C117717151","Epigenome"
"https://semopenalex.org/concept/C111425858","MLH1"
"https://semopenalex.org/concept/C113968399","Somatic evolution in cancer"
"https://semopenalex.org/concept/C178169997","Genome instability"
"https://semopenalex.org/concept/C2776674815","MSH6"
"https://semopenalex.org/concept/C2779309665","ERCC1"
"https://semopenalex.org/concept/C2779527866","O-6-methylguanine-DNA methyltransferase"
"https://semopenalex.org/concept/C2779767149","Microsatellite instability"
"https://semopenalex.org/concept/C2781145028","Tobacco industry"
"https://semopenalex.org/concept/C2777108182","Thymidine"
"https://semopenalex.org/concept/C2778041864","Cytarabine"
"https://semopenalex.org/concept/C2780258809","Gemcitabine"
"https://semopenalex.org/concept/C2781440623","Dual-energy X-ray absorptiometry"
"https://semopenalex.org/concept/C124320809","Cyclin-dependent kinase"
"https://semopenalex.org/concept/C2779087070","c-jun"
"https://semopenalex.org/concept/C67339327","Gene regulatory network"
"https://semopenalex.org/concept/C2776670291","Connective tissue disease"
"https://semopenalex.org/concept/C2780254951","V(D)J recombination"
"https://semopenalex.org/concept/C2776035513","Bone cancer"
"https://semopenalex.org/concept/C163500349","Radiogenomics"
"https://semopenalex.org/concept/C179786068","Molecular diagnostics"
"https://semopenalex.org/concept/C2777002142","Cancer biomarkers"
"https://semopenalex.org/concept/C205270622","Cancer genome sequencing"
"https://semopenalex.org/concept/C2779672484","Aneuploidy"
"https://semopenalex.org/concept/C171122931","K562 cells"
"https://semopenalex.org/concept/C125418893","ABL"
"https://semopenalex.org/concept/C2776960273","Chronic myelogenous leukemia"
"https://semopenalex.org/concept/C2777583451","Imatinib"
"https://semopenalex.org/concept/C2778904597","Philadelphia chromosome"
"https://semopenalex.org/concept/C2779536868","Dasatinib"
"https://semopenalex.org/concept/C2776839831","CD117"
"https://semopenalex.org/concept/C2776863199","Acute leukemia"
"https://semopenalex.org/concept/C2778623314","Gemtuzumab ozogamicin"
"https://semopenalex.org/concept/C18431079","Gene expression profiling"
"https://semopenalex.org/concept/C2779438470","Epidermal growth factor receptor"
"https://semopenalex.org/concept/C2778089274","Red meat"
"https://semopenalex.org/concept/C193270364","Tissue microarray"
"https://semopenalex.org/concept/C2777669169","Incidentaloma"
"https://semopenalex.org/concept/C19749203","Toxicodynamics"
"https://semopenalex.org/concept/C2776835912","Ventricular hypertrophy"
"https://semopenalex.org/concept/C118131993","Transforming growth factor"
"https://semopenalex.org/concept/C2776260442","2-Methoxyestradiol"
"https://semopenalex.org/concept/C2776128548","Hot flash"
"https://semopenalex.org/concept/C2781175549","Pericardial effusion"
"https://semopenalex.org/concept/C2778005868","Pericardiocentesis"
"https://semopenalex.org/concept/C2776131300","Vemurafenib"
"https://semopenalex.org/concept/C2778830669","Dabrafenib"
"https://semopenalex.org/concept/C2776147627","Thymidine kinase"
"https://semopenalex.org/concept/C2776202225","Histone deacetylase inhibitor"
"https://semopenalex.org/concept/C2781462825","Romidepsin"
"https://semopenalex.org/concept/C75480439","Orphan drug"
"https://semopenalex.org/concept/C2779102060","Ganglioneuroma"
"https://semopenalex.org/concept/C2780244788","Solitary pulmonary nodule"
"https://semopenalex.org/concept/C2777845685","Seborrheic keratosis"
"https://semopenalex.org/concept/C2780149145","Cryotherapy"
"https://semopenalex.org/concept/C2776300330","CDKN2B"
"https://semopenalex.org/concept/C199835354","Cyclin D1"
"https://semopenalex.org/concept/C2776062698","Retinoblastoma protein"
"https://semopenalex.org/concept/C2776305933","ABVD"
"https://semopenalex.org/concept/C2776581026","Bone marrow suppression"
"https://semopenalex.org/concept/C2776577793","Non-communicable disease"
"https://semopenalex.org/concept/C2778580637","HPV infection"
"https://semopenalex.org/concept/C2780596555","Amyotrophic lateral sclerosis"
"https://semopenalex.org/concept/C2776577112","Retinoblastoma"
"https://semopenalex.org/concept/C2776304256","Hepatoblastoma"
"https://semopenalex.org/concept/C2776891213","Primitive neuroectodermal tumor"
"https://semopenalex.org/concept/C2780323455","c-Fos"
"https://semopenalex.org/concept/C16184334","Oncovirus"
"https://semopenalex.org/concept/C2776501849","Back pain"
"https://semopenalex.org/concept/C2776816829","Resveratrol"
"https://semopenalex.org/concept/C2778250585","Curcumin"
"https://semopenalex.org/concept/C2776820818","Temsirolimus"
"https://semopenalex.org/concept/C2779490328","Sunitinib"
"https://semopenalex.org/concept/C127077266","PET-CT"
"https://semopenalex.org/concept/C2781274105","Amygdalin"
"https://semopenalex.org/concept/C10854531","Regenerative medicine"
"https://semopenalex.org/concept/C2779357193","Metaplasia"
"https://semopenalex.org/concept/C2779486608","Ataxia-telangiectasia"
"https://semopenalex.org/concept/C2778124228","Fanconi anemia"
"https://semopenalex.org/concept/C2779013463","Bloom syndrome"
"https://semopenalex.org/concept/C2779371275","Cockayne syndrome"
"https://semopenalex.org/concept/C109825262","Germline"
"https://semopenalex.org/concept/C2780122209","Chlamydia"
"https://semopenalex.org/concept/C161681244","Curative care"
"https://semopenalex.org/concept/C2779566273","Chronic fatigue syndrome"
"https://semopenalex.org/concept/C2779998722","Cetuximab"
"https://semopenalex.org/concept/C2776187077","Mammary tumor"
"https://semopenalex.org/concept/C2779683239","Turner syndrome"
"https://semopenalex.org/concept/C2779001537","Shingles"
"https://semopenalex.org/concept/C2777628079","Cryoablation"
"https://semopenalex.org/concept/C2776295783","Desmoplastic small-round-cell tumor"
"https://semopenalex.org/concept/C2777193977","Hemangiopericytoma"
"https://semopenalex.org/concept/C2776239401","Azacitidine"
"https://semopenalex.org/concept/C2777914349","Causes of cancer"
"https://semopenalex.org/concept/C2777909004","Capecitabine"
"https://semopenalex.org/concept/C2778077071","Panniculitis"
"https://semopenalex.org/concept/C2781451048","Carboplatin"
"https://semopenalex.org/concept/C2778260397","Bromodeoxyuridine"
"https://semopenalex.org/concept/C2779292878","Small-cell carcinoma"
"https://semopenalex.org/concept/C2779015954","Alemtuzumab"
"https://semopenalex.org/concept/C2777753580","Constitutional symptoms"
"https://semopenalex.org/concept/C2779954635","Influenza-like illness"
"https://semopenalex.org/concept/C2778613593","Myeloid sarcoma"
"https://semopenalex.org/concept/C2780817109","Myelodysplastic syndromes"
"https://semopenalex.org/concept/C2781107747","Myeloproliferative neoplasm"
"https://semopenalex.org/concept/C2776336362","Galectin-3"
"https://semopenalex.org/concept/C75920679","Endostatin"
"https://semopenalex.org/concept/C2781212463","Paraaortic lymph nodes"
"https://semopenalex.org/concept/C2778911148","Large cell"
"https://semopenalex.org/concept/C2779788671","Tumor lysis syndrome"
"https://semopenalex.org/concept/C2781440808","Aplastic anemia"
"https://semopenalex.org/concept/C2779083369","Anaplastic astrocytoma"
"https://semopenalex.org/concept/C2779512018","Pheochromocytoma"
"https://semopenalex.org/concept/C2779109515","Cytokine-induced killer cell"
"https://semopenalex.org/concept/C28651165","Lymphokine-activated killer cell"
"https://semopenalex.org/concept/C2779168824","Chondroma"
"https://semopenalex.org/concept/C2775932916","Hamartoma"
"https://semopenalex.org/concept/C2781266816","Enchondroma"
"https://semopenalex.org/concept/C2779253643","Rubinstein–Taybi syndrome"
"https://semopenalex.org/concept/C2778090637","Werner syndrome"
"https://semopenalex.org/concept/C2779701055","Rare disease"
"https://semopenalex.org/concept/C186079640","Prevalence"
"https://semopenalex.org/concept/C2779777497","Mouse mammary tumor virus"
"https://semopenalex.org/concept/C2776063141","Lenalidomide"
"https://semopenalex.org/concept/C2779904257","Curettage"
"https://semopenalex.org/concept/C2780533455","Fenretinide"
"https://semopenalex.org/concept/C2780496750","Ascites"
"https://semopenalex.org/concept/C2779890267","Mucous membrane"
"https://semopenalex.org/concept/C119056186","Gene silencing"
"https://semopenalex.org/concept/C2780120053","Medullary thyroid cancer"
"https://semopenalex.org/concept/C2779341817","Follicular thyroid cancer"
"https://semopenalex.org/concept/C2780103800","Multiple endocrine neoplasia"
"https://semopenalex.org/concept/C2780256643","Anaplastic thyroid cancer"
"https://semopenalex.org/concept/C2780399592","Thyroid neoplasm"
"https://semopenalex.org/concept/C2781461381","Papillary thyroid cancer"
"https://semopenalex.org/concept/C2780270805","Angioma"
"https://semopenalex.org/concept/C2779217266","Angiosarcoma"
"https://semopenalex.org/concept/C2779756704","Cavernous malformations"
"https://semopenalex.org/concept/C2780191036","Hemangioma"
"https://semopenalex.org/concept/C2780369685","Cell damage"
"https://semopenalex.org/concept/C2778235839","Cancer immunology"
"https://semopenalex.org/concept/C2776802502","Anthracycline"
"https://semopenalex.org/concept/C2780835546","Epirubicin"
"https://semopenalex.org/concept/C2781021840","Daunorubicin"
"https://semopenalex.org/concept/C2780942790","Pathogenesis"
"https://semopenalex.org/concept/C137627325","Etiology"
"https://semopenalex.org/concept/C74092355","Molecular pathology"
"https://semopenalex.org/concept/C2780664492","Prostaglandin"
"https://semopenalex.org/concept/C2781076405","Vulvar intraepithelial neoplasia"
"https://semopenalex.org/concept/C2775894508","Dysplasia"
"https://semopenalex.org/concept/C2777007973","Precancerous condition"
"https://semopenalex.org/concept/C2777343196","Cervical intraepithelial neoplasia"
"https://semopenalex.org/concept/C2777661416","Carcinoma in situ"
"https://semopenalex.org/concept/C2781087230","Marsupialization"
"https://semopenalex.org/concept/C2780851604","S100 protein"
"https://semopenalex.org/concept/C2779231881","Medical literature"
"https://semopenalex.org/concept/C2780600951","Chronic condition"
"https://semopenalex.org/concept/C2779677255","Aggressive fibromatosis"
"https://semopenalex.org/concept/C542804219","Gastrointestinal cancer"
"https://semopenalex.org/concept/C2778930412","Mastocytoma"
"https://semopenalex.org/concept/C103191249","In vivo magnetic resonance spectroscopy"
"https://semopenalex.org/concept/C34981463","Suicide gene"
"https://semopenalex.org/concept/C2776662205","Tumor antigen"
"https://semopenalex.org/concept/C185891055","Micrograph"
"https://semopenalex.org/concept/C2777914111","Major trauma"
"https://semopenalex.org/concept/C2780801072","Differential diagnosis"
"https://semopenalex.org/concept/C203522944","Autophagy"
"https://semopenalex.org/concept/C534262118","Medical diagnosis"
"https://semopenalex.org/concept/C125473707","H&E stain"
"https://semopenalex.org/concept/C502991105","Clinical research"
"https://semopenalex.org/concept/C2781321835","Medical tourism"
"https://semopenalex.org/concept/C2779487296","Cruciferous vegetables"
"https://semopenalex.org/concept/C126451531","Years of potential life lost"
"https://semopenalex.org/concept/C2778049256","Disability-adjusted life year"
"https://semopenalex.org/concept/C2776049877","Bone scintigraphy"
"https://semopenalex.org/concept/C2779237853","Environmental factor"
"https://semopenalex.org/concept/C6045943","Immortalised cell line"
"https://semopenalex.org/concept/C64979461","Contact inhibition"
"https://semopenalex.org/concept/C143589142","Loss of heterozygosity"
"https://semopenalex.org/concept/C92706935","Viral transformation"
"https://semopenalex.org/concept/C140173407","CpG site"
"https://semopenalex.org/concept/C143016879","Binucleated cells"
"https://semopenalex.org/concept/C99983632","Chromothripsis"
"https://semopenalex.org/concept/C2776811989","Polio vaccine"
"https://semopenalex.org/concept/C2780176905","Thyroid disease"
"https://semopenalex.org/concept/C16318435","Mutagenesis"
"https://semopenalex.org/concept/C2781247443","DNA adduct"
"https://semopenalex.org/concept/C25311885","G1 phase"
"https://semopenalex.org/concept/C2779609412","Thalidomide"
"https://semopenalex.org/concept/C99432707","Reproductive toxicity"
"https://semopenalex.org/concept/C2776726509","Krukenberg tumor"
"https://semopenalex.org/concept/C2776478404","Cochrane Library"
"https://semopenalex.org/concept/C16232356","Raji cell"
"https://semopenalex.org/concept/C2776376844","Complete blood count"
"https://semopenalex.org/concept/C2776052674","Lymphocele"
"https://semopenalex.org/concept/C2776170712","Fine-needle aspiration"
"https://semopenalex.org/concept/C2776833033","Head and neck squamous-cell carcinoma"
"https://semopenalex.org/concept/C2781187634","KRAS"
"https://semopenalex.org/concept/C2776330896","Telangiectasia"
"https://semopenalex.org/concept/C2780596822","Dysphagia"
"https://semopenalex.org/concept/C2778460572","Hemangioblastoma"
"https://semopenalex.org/concept/C2779997425","Lymphangioleiomyomatosis"
"https://semopenalex.org/concept/C2778720950","Prednisone"
"https://semopenalex.org/concept/C2776695378","Dactinomycin"
"https://semopenalex.org/concept/C31194975","HIF1A"
"https://semopenalex.org/concept/C2776781592","Bovine papillomavirus"
"https://semopenalex.org/concept/C2776270601","Papillomaviridae"
"https://semopenalex.org/concept/C2779136573","Common warts"
"https://semopenalex.org/concept/C2780009117","HPV vaccines"
"https://semopenalex.org/concept/C2776530707","Enema"
"https://semopenalex.org/concept/C2778496288","Mucositis"
"https://semopenalex.org/concept/C194409129","Hematology"
"https://semopenalex.org/concept/C2779386548","Vertebral compression fracture"
"https://semopenalex.org/concept/C2777441520","Rous sarcoma virus"
"https://semopenalex.org/concept/C2775930923","Metastatic breast cancer"
"https://semopenalex.org/concept/C2780917750","Cauterization"
"https://semopenalex.org/concept/C2778515176","Uterine cancer"
"https://semopenalex.org/concept/C2777698361","Sacrococcygeal teratoma"
"https://semopenalex.org/concept/C2781118164","Chronic pain"
"https://semopenalex.org/concept/C2776255237","Captan"
"https://semopenalex.org/concept/C2778549279","Cervical lymph nodes"
"https://semopenalex.org/concept/C2778592230","Vaginal cancer"
"https://semopenalex.org/concept/C2779742066","Pap test"
"https://semopenalex.org/concept/C2778616834","Topoisomerase inhibitor"
"https://semopenalex.org/concept/C2778707968","Teniposide"
"https://semopenalex.org/concept/C2777427615","Degenerative disease"
"https://semopenalex.org/concept/C2778852064","Virus latency"
"https://semopenalex.org/concept/C2779069268","Insulin-like growth factor 2"
"https://semopenalex.org/concept/C144174609","Insulin-like growth factor 1 receptor"
"https://semopenalex.org/concept/C2777575177","Beckwith–Wiedemann syndrome"
"https://semopenalex.org/concept/C2778934081","Neuroma"
"https://semopenalex.org/concept/C2777887643","Pick's disease"
"https://semopenalex.org/concept/C2781280921","Bowen's disease"
"https://semopenalex.org/concept/C2781172350","Atrophy"
"https://semopenalex.org/concept/C2776946711","Nitrosourea"
"https://semopenalex.org/concept/C2779310458","Fever of unknown origin"
"https://semopenalex.org/concept/C2779389132","Stem-cell therapy"
"https://semopenalex.org/concept/C10882517","Cell therapy"
"https://semopenalex.org/concept/C20875687","Adult stem cell"
"https://semopenalex.org/concept/C43138044","Psycho-oncology"
"https://semopenalex.org/concept/C2780401358","Dexamethasone"
"https://semopenalex.org/concept/C2778334829","Mohs surgery"
"https://semopenalex.org/concept/C2780103909","Neurooncology"
"https://semopenalex.org/concept/C2781440318","Orchiectomy"
"https://semopenalex.org/concept/C2778005360","Paraneoplastic cerebellar degeneration"
"https://semopenalex.org/concept/C2780366003","Cytopenia"
"https://semopenalex.org/concept/C2780873365","Leukopenia"
"https://semopenalex.org/concept/C2780885620","Carcinoma ex pleomorphic adenoma"
"https://semopenalex.org/concept/C2777783956","Bone metastasis"
"https://semopenalex.org/concept/C2778409550","Hyperemesis gravidarum"
"https://semopenalex.org/concept/C2776759754","Virtual colonoscopy"
"https://semopenalex.org/concept/C2780647032","Gardner's syndrome"
"https://semopenalex.org/concept/C2777179188","Osteoma"
"https://semopenalex.org/concept/C2778976891","Peutz–Jeghers syndrome"
"https://semopenalex.org/concept/C182704531","Knockout mouse"
"https://semopenalex.org/concept/C2778143360","Podophyllotoxin"
"https://semopenalex.org/concept/C2780839634","Inflammatory breast cancer"
"https://semopenalex.org/concept/C2777396416","Male breast cancer"
"https://semopenalex.org/concept/C2777851884","Breast cancer awareness"
"https://semopenalex.org/concept/C2778153459","Wiskott–Aldrich syndrome"
"https://semopenalex.org/concept/C2781068499","Kidney cancer"
"https://semopenalex.org/concept/C2779454504","Stomach cancer"
"https://semopenalex.org/concept/C2778923028","Leukocytosis"
"https://semopenalex.org/concept/C2779157977","Juvenile myelomonocytic leukemia"
"https://semopenalex.org/concept/C2779401946","Childhood leukemia"
"https://semopenalex.org/concept/C2781121325","Underweight"
"https://semopenalex.org/concept/C2776407475","Pathognomonic"
"https://semopenalex.org/concept/C2778573061","Exudate"
"https://semopenalex.org/concept/C155806632","Dose fractionation"
"https://semopenalex.org/concept/C39845236","Oncomir"
"https://semopenalex.org/concept/C183022183","E2F1"
"https://semopenalex.org/concept/C199083928","Cistron"
"https://semopenalex.org/concept/C2779377019","Overdiagnosis"
"https://semopenalex.org/concept/C3557399","Sociology of health and illness"
"https://semopenalex.org/concept/C109156525","Warburg effect"
"https://semopenalex.org/concept/C192638826","Tumor M2-PK"
"https://semopenalex.org/concept/C140752955","Chromosome instability"
"https://semopenalex.org/concept/C68324877","Interleukin 8"
"https://semopenalex.org/concept/C2778913318","Burkitt's lymphoma"
"https://semopenalex.org/concept/C2780639530","Radiation sickness"
"https://semopenalex.org/concept/C105619462","Evolutionary medicine"
"https://semopenalex.org/concept/C77957584","Gene knockout"
"https://semopenalex.org/concept/C2776340970","Mesenchyme"
"https://semopenalex.org/concept/C195475562","Phytochemical"
"https://semopenalex.org/concept/C2775941076","Prostate cancer screening"
"https://semopenalex.org/concept/C2781406297","Prostate-specific antigen"
"https://semopenalex.org/concept/C2776463041","Cancer screening"
"https://semopenalex.org/concept/C2776490512","Prostatic acid phosphatase"
"https://semopenalex.org/concept/C2780101318","Rectal examination"
"https://semopenalex.org/concept/C87874733","PCA3"
"https://semopenalex.org/concept/C2781113838","Hemangioendothelioma"
"https://semopenalex.org/concept/C2776078045","Fast track"
"https://semopenalex.org/concept/C2776187983","Merkel cell polyomavirus"
"https://semopenalex.org/concept/C2776350393","Papilloma"
"https://semopenalex.org/concept/C2777395278","Nitrosamine"
"https://semopenalex.org/concept/C2778231337","Spinal cord compression"
"https://semopenalex.org/concept/C2781397275","Pancreatitis, chronic"
"https://semopenalex.org/concept/C2778601017","Metastasectomy"
"https://semopenalex.org/concept/C2779599708","Blood test"
"https://semopenalex.org/concept/C2779968505","ThioTEPA"
"https://semopenalex.org/concept/C2780353417","Thorotrast"
"https://semopenalex.org/concept/C2777589833","Segmental resection"
"https://semopenalex.org/concept/C2778132481","Resection margin"
"https://semopenalex.org/concept/C2778866283","Endoscopic mucosal resection"
"https://semopenalex.org/concept/C2777781617","Proteus syndrome"
"https://semopenalex.org/concept/C2777179973","Cancer survivor"
"https://semopenalex.org/concept/C2778050619","Intravasation"
"https://semopenalex.org/concept/C2779540182","Extravasation"
"https://semopenalex.org/concept/C2778442404","Xenotransplantation"
"https://semopenalex.org/concept/C2778378633","Cancer vaccine"
"https://semopenalex.org/concept/C2779714933","B symptoms"
"https://semopenalex.org/concept/C2779563347","Adenocarcinoma of the lung"
"https://semopenalex.org/concept/C2780541811","Quackery"
"https://semopenalex.org/concept/C2776553716","Vinca alkaloid"
"https://semopenalex.org/concept/C2778654104","Cytopathology"
"https://semopenalex.org/concept/C2780283434","Tertiary referral hospital"
"https://semopenalex.org/concept/C2778122501","Autotransplantation"
"https://semopenalex.org/concept/C31033888","Malignant transformation"
"https://semopenalex.org/concept/C2780494569","Epstein–Barr virus infection"
"https://semopenalex.org/concept/C2776056115","Angiogenesis inhibitor"
"https://semopenalex.org/concept/C2778025950","Metastasis suppressor"
"https://semopenalex.org/concept/C106285112","Therapeutic gene modulation"
"https://semopenalex.org/concept/C141035611","Genetically modified mouse"
"https://semopenalex.org/concept/C2776391639","CDH1"
"https://semopenalex.org/concept/C152605822","Intraepithelial lymphocyte"
"https://semopenalex.org/concept/C2781190729","Chordoma"
"https://semopenalex.org/concept/C206684579","Radiosensitivity"
"https://semopenalex.org/concept/C2777152588","Microbeam"
"https://semopenalex.org/concept/C95798472","Frozen section procedure"
"https://semopenalex.org/concept/C2590687","Skewed X-inactivation"
"https://semopenalex.org/concept/C2777306565","Tumour heterogeneity"
"https://semopenalex.org/concept/C136339569","Molecular imaging"
"https://semopenalex.org/concept/C148759681","Nurses' Health Study"
"https://semopenalex.org/concept/C2778561401","Dark skin"
