"conceptTitle","countWork"
"Amorphous solid","1"
"Dihydroartemisinin","4"
"Anemia","1"
"Gastroenterology","4"
"Iron deficiency","1"
"Inflammatory Bowel Diseases","1"
"Inflammatory bowel disease","2"
"Iron therapy","1"
"Dopamine","2"
"Disulfiram","3"
"Triptolide","1"
"Chlorine","2"
"Acoustics","3"
"Dynamics (music)","1"
"Non-blocking I/O","1"
"Pyroptosis","1"
"Posttranslational modification","1"
"Homologous recombination","1"
"RAD51","1"
"Virtual reality","1"
"Cellulose","1"
"Coordination polymer","1"
"Electroporation","4"
"Irreversible electroporation","2"
"Cervical cancer","8"
"Cervical carcinoma","1"
"Gene silencing","4"
"Small interfering RNA","4"
"Inclusive fitness","1"
"Darwinism","1"
"Causation","1"
"Evolutionary dynamics","1"
"Fitness landscape","1"
"Adaptation (eye)","1"
"Systemic circulation","4"
"Confidence interval","1"
"Cochrane Library","1"
"Strictly standardized mean difference","1"
"Nanofiber","3"
"Medical prescription","2"
"Imaging biomarker","1"
"Chimera (genetics)","1"
"Oxygenation","1"
"Glucose oxidase","5"
"Cobalt ferrite","1"
"Cobalt","1"
"Ferrite (magnet)","1"
"Trastuzumab","3"
"Geology","2"
"Oceanography","2"
"Superstructure","1"
"Mathematical economics","4"
"Outcome (game theory)","4"
"Advance care planning","1"
"Acceptance and commitment therapy","3"
"Delphi","1"
"Delphi method","1"
"Preclinical testing","2"
"Fluidics","2"
"Actin","1"
"Cytoskeleton","1"
"Actin cytoskeleton","1"
"Immobilized enzyme","1"
"Intensity (physics)","4"
"Glioma","2"
"Liquid crystal","2"
"Lyotropic","1"
"Lyotropic liquid crystal","1"
"Liquid crystalline","2"
"Regulatory T cell","1"
"IL-2 receptor","1"
"Pathogenesis","1"
"CD8","2"
"NADPH oxidase","1"
"NOX4","1"
"Wine","1"
"Robot","3"
"Siddha","1"
"Thermal","1"
"Plasma medicine","4"
"Caspase","1"
"Inhibitor of apoptosis","1"
"XIAP","1"
"Activator (genetics)","1"
"Plasmid","1"
"Virulence","1"
"Mutagenesis","1"
"Strain (injury)","2"
"Heme","2"
"Hemin","1"
"Nanoreactor","6"
"Demethylating agent","1"
"Radionuclide","5"
"Selectivity","3"
"Molecular imprinting","1"
"Molecularly imprinted polymer","2"
"Interleukin","1"
"Deoxyribozyme","2"
"Niche","4"
"Visual arts","1"
"Cornerstone","1"
"Bromodomain","1"
"Thiophene","1"
"Moiety","2"
"Beam (structure)","4"
"Hydroxyl radical","2"
"Manganese","3"
"Systems pharmacology","1"
"Dielectrophoresis","1"
"Oral administration","1"
"Glutamine","2"
"Copper metabolism","2"
"Cellular metabolism","2"
"Transplantation","2"
"Graft-versus-host disease","1"
"Phagocytosis","1"
"Biosynthesis","2"
"Farnesyl pyrophosphate","1"
"Farnesyl-diphosphate farnesyltransferase","1"
"ATP synthase","1"
"Squalene","1"
"Farnesyl diphosphate synthase","1"
"Inducer","2"
"Biointerface","1"
"Light energy","2"
"Raman spectroscopy","2"
"Photobleaching","1"
"Resilience (materials science)","1"
"Blood circulation","1"
"Psycho-oncology","1"
"Psychosocial support","1"
"Pi","1"
"Galvanic cell","2"
"Discontinuation","1"
"Proteasome","3"
"Gastrointestinal tract","1"
"Gastrointestinal cancer","3"
"Anthropology","1"
"Race (biology)","1"
"Childhood cancer","2"
"Liquid biopsy","3"
"Erlotinib","2"
"Camptothecin","2"
"Biobank","1"
"Tryptophan","2"
"Indoleamine 2,3-dioxygenase","2"
"Benzimidazole","1"
"Wetting","1"
"Sessile drop technique","1"
"Interface (matter)","5"
"Second messenger system","1"
"Malignant cells","1"
"Plasma concentration","1"
"Fertility","2"
"Gynecology","2"
"Young adult","2"
"Fertility preservation","2"
"Oncofertility","1"
"Phosphatase","1"
"Isozyme","1"
"Tumor suppressor gene","1"
"Serine","1"
"Threonine","1"
"Protein phosphatase 2","1"
"Traditional Chinese medicine","1"
"Biological dispersal","1"
"Metapopulation","1"
"Mass spectrometry","2"
"Electrospray","2"
"Fucoidan","2"
"Neutropenia","1"
"Febrile neutropenia","1"
"Neurorehabilitation","1"
"Polyurethane","2"
"Supportive psychotherapy","1"
"Oxidative phosphorylation","3"
"Biological engineering","1"
"Maghemite","1"
"Corrole","1"
"Phosphatidylinositol","1"
"Peptidomimetic","1"
"Pedagogy","2"
"Transformative learning","1"
"Self-assembling peptide","1"
"Melanin","2"
"Mucin","1"
"2-Methoxyestradiol","1"
"Metabolite","1"
"Citrullus colocynthis","1"
"Malnutrition","1"
"Nutritional deficiency","1"
"Dextran","2"
"Morphology (biology)","1"
"Cartography","1"
"Vulnerability (computing)","1"
"Complex network","1"
"Scale-free network","1"
"Scale (ratio)","2"
"Biological network","1"
"Protein Interaction Networks","1"
"Calixarene","1"
"Measles","2"
"Measles vaccine","1"
"Toll-like receptor","1"
"Toll","1"
"Identifiability","1"
"Pencil-beam scanning","1"
"Pencil (optics)","1"
"Scattering","1"
"Viral vector","1"
"Agriculture","1"
"Radionuclide imaging","1"
"Carbide","2"
"Boron carbide","1"
"Saliva","3"
"Dry mouth","1"
"Glycoside","1"
"Chemical synthesis","1"
"Everolimus","1"
"Pazopanib","1"
"Sunitinib","1"
"Survivability","1"
"Environmentally friendly","2"
"Solvent","1"
"Aggregate (composite)","1"
"Glycine","1"
"Measles virus","1"
"Dual mode","1"
"Nasopharyngeal carcinoma","2"
"Nasopharyngeal cancer","1"
"Lactide","2"
"Listeria","1"
"Listeria monocytogenes","1"
"Cardiomyopathy","1"
"Sacubitril, Valsartan","1"
"Sacubitril","1"
"Valsartan","1"
"Biological pathway","1"
"Warburg effect","3"
"Anaerobic glycolysis","1"
"Cell adhesion","2"
"Adhesion","2"
"Cell adhesion molecule","1"
"Cadherin","1"
"Electrophile","1"
"Double strand","1"
"Rose bengal","1"
"Review article","1"
"Isolation (microbiology)","1"
"Layer (electronics)","2"
"Passivation","1"
"Occupational therapy","1"
"Ophthalmology","1"
"Retinopathy","1"
"Polyethylene glycol","3"
"Sea ice","2"
"Iceberg","2"
"Chemiluminescence","2"
"Protein kinase C","1"
"Insulin resistance","1"
"Lipotoxicity","1"
"Diacylglycerol kinase","1"
"Nanofluid","1"
"Pure mathematics","2"
"Hydroxide","3"
"Dimension (graph theory)","1"
"DNA nanotechnology","1"
"Medical care","1"
"Medical treatment","1"
"Photocatalysis","5"
"Graphitic carbon nitride","2"
"MXenes","2"
"Thymoquinone","2"
"Internet privacy","2"
"Information privacy","2"
"Privacy policy","2"
"Law and economics","2"
"Intellectual property","2"
"International Journal of Pharma and Bio Sciences","2"
"Base excision repair","3"
"Base (topology)","2"
"Adenosine triphosphate","3"
"Uracil","1"
"Uracil-DNA glycosylase","1"
"DNA glycosylase","1"
"Database","1"
"Table (database)","1"
"Laser ablation","1"
"Alginic acid","1"
"Polyoxometalate","2"
"16S ribosomal RNA","1"
"Conditioning","1"
"Gammaproteobacteria","1"
"Blood transfusion","1"
"Transfusion therapy","1"
"Publication","1"
"Charge (physics)","3"
"Arabic","1"
"Pediatrics","1"
"Pediatric cancer","5"
"Antibiotic therapy","1"
"Relocation","1"
"Messenger RNA","2"
"Untranslated region","1"
"G-quadruplex","2"
"Thermoluminescence","2"
"Persistent luminescence","2"
"Hormone","2"
"Androgen","1"
"Neutron irradiation","1"
"Myeloid leukemia","1"
"Imatinib","1"
"Oral immunotherapy","1"
"Limelight","1"
"Computer graphics (images)","1"
"Chronic pain","1"
"Tapering","1"
"Horticulture","1"
"Lentinula","1"
"Mushroom","1"
"Mycelium","1"
"Survivorship curve","3"
"Anthracycline","2"
"Cancer survivorship","2"
"Umbilical vein","1"
"Transcription activator-like effector nuclease","1"
"Endometrial cancer","2"
"Cyclopamine","1"
"Hedgehog","1"
"Cell cycle checkpoint","1"
"Human physiology","1"
"Iatrogenic disease","1"
"Blindness","1"
"Nivolumab","3"
"Durvalumab","1"
"Neurotoxicity","1"
"Orthodontics","1"
"Photon","1"
"Transmission (telecommunications)","1"
"Atomic physics","3"
"Auger","1"
"Socioeconomic status","1"
"Salivary gland","1"
"Radiosensitizer","2"
"Fibroblast growth factor","1"
"Fibroblast growth factor receptor","1"
"Heat shock protein","1"
"Layered double hydroxides","2"
"Fluorophore","1"
"Particle swarm optimization","2"
"Swarm behaviour","2"
"Mineralogy","2"
"Immunoconjugate","1"
"Nanosensor","1"
"Hydroxychloroquine","1"
"Pharmacophore","1"
"Multiplex","1"
"Diamine","1"
"Dimer","1"
"Excited state","2"
"Biodegradation","3"
"Death toll","1"
"Manufacturing engineering","1"
"DHPS","1"
"Hydrophobic effect","1"
"Rheumatoid arthritis","1"
"Leflunomide","1"
"Demography","1"
"Imiquimod","1"
"Energy (signal processing)","1"
"Nuclear engineering","1"
"Heavy ion","2"
"Contrast (vision)","1"
"Contrast enhancement","1"
"Biopolymer","2"
"Peripheral blood mononuclear cell","1"
"Signs and symptoms","1"
"Immunosuppression","2"
"Iodide","1"
"Sodium-iodide symporter","1"
"Symporter","1"
"Sodium iodide","1"
"Ex vivo","1"
"Immune modulation","3"
"Stimulator of interferon genes","1"
"Big data","1"
"Satellite","1"
"Reagent","1"
"Electrode","5"
"Mammography","1"
"Electrochemistry","4"
"Prussian blue","1"
"Fibrosis","1"
"Astrobiology","2"
"Refractory (planetary science)","2"
"Mesothelioma","1"
"Furin","2"
"Capillary action","1"
"Capillary number","1"
"Soft tissue","1"
"Audit","1"
"Nucleotide","1"
"Guanine","1"
"Alloy","1"
"Nuclear chemistry","4"
"Maintenance therapy","6"
"Cavitation","1"
"Echogenicity","1"
"Vascularity","1"
"Cognitive reframing","1"
"Macrophage polarization","1"
"Personalization","1"
"Tyrosine","1"
"Protein tyrosine phosphatase","1"
"Indocyanine green","2"
"Structural engineering","3"
"Pillar","3"
"Chip","1"
"Microeconomics","1"
"Developmental psychology","2"
"Expectancy theory","1"
"Rating scale","1"
"Observational study","1"
"Likert scale","1"
"Life expectancy","1"
"Preference","2"
"Organ system","1"
"Reductionism","2"
"Avelumab","2"
"Folic acid","2"
"Spect imaging","1"
"Nuclear imaging","1"
"VEGF receptors","2"
"Vascular endothelial growth factor","1"
"Neuropilin 1","1"
"Chorioallantoic membrane","1"
"Glycogen","2"
"Acupuncture","1"
"Gibbs isotherm","3"
"Coupling (piping)","1"
"E2F1","1"
"Artificial neural network","1"
"Telomere","2"
"Brain natriuretic peptide","1"
"Atrial fibrillation","1"
"Warfarin","1"
"Heparin","1"
"Low molecular weight heparin","1"
"Rivaroxaban","1"
"Apixaban","1"
"Embedded system","1"
"Atom (system on chip)","1"
"Downregulation and upregulation","1"
"Pancreatitis","1"
"Dermatological diseases","1"
"Depressive symptoms","1"
"Patient Health Questionnaire","1"
"Single blind","1"
"Solid tumor","3"
"Hematology","1"
"Prospective cohort study","1"
"KRAS","1"
"Ubiquitin-Protein Ligases","1"
"Glycolipid","1"
"Telomerase","3"
"Emodin","1"
"Foot (prosody)","1"
"Colitis","1"
"Paradigm shift","1"
"Poloxamer","1"
"Regimen","2"
"Germination","2"
"Risk stratification","1"
"Seed dormancy","1"
"Biomarker discovery","2"
"Dormancy","1"
"Stratification (seeds)","1"
"Robustness (evolution)","1"
"Celastrol","1"
"Lipid bilayer","1"
"Extracellular vesicle","2"
"Peroxidase","1"
"Metal ions in aqueous solution","1"
"Substrate (aquarium)","1"
"Catalytic efficiency","1"
"Gynecologic cancer","1"
"Imine","1"
"Swelling","1"
"Optical fiber","1"
"Multi-mode optical fiber","1"
"SIGNAL (programming language)","1"
"Modulation (music)","2"
"Bimetallic strip","4"
"Mechanics","1"
"Homotopy","1"
"Blood flow","1"
"Flow (mathematics)","1"
"Suspension (topology)","1"
"Tube (container)","1"
"Translation (biology)","1"
"Förster resonance energy transfer","2"
"Cell growth","1"
"Fatty acid synthesis","1"
"Fatty acid metabolism","1"
"Lipogenesis","1"
"Lipid metabolism","1"
"Sodium","1"
"Sodium alginate","1"
"Natural compound","2"
"Drug action","1"
"Sexual dimorphism","1"
"Environmental resource management","1"
"Rectum","1"
"Resource use","1"
"Computer hardware","1"
"Interfacing","1"
"Vitamin","1"
"Vitamin E","1"
"Archaeology","3"
"History","2"
"Battle","1"
"MCM-41","1"
"Antagonist","1"
"Angiotensin II","1"
"Path (computing)","2"
"CTLA-4","1"
"Generalizability theory","1"
"Conventional PCI","1"
"Phase-change material","1"
"Phase change","1"
"Affinities","1"
"Systems engineering","1"
"Expediting","1"
"D-Glucose","1"
"Rare earth","1"
"Electronic engineering","3"
"Order (exchange)","1"
"Visualization","2"
"Sensitivity (control systems)","3"
"Surrogate endpoint","1"
"Nitride","1"
"Holy Grail","2"
"Epothilone","1"
"Mathematical optimization","1"
"Randomness","1"
"Fragility","1"
"Fish <Actinopterygii>","1"
"Polyclonal antibodies","2"
"Binding affinities","2"
"Yolk","1"
"Series (stratigraphy)","1"
"Library science","1"
"Glutaminase","1"
"Molecular oncology","1"
"CLARITY","1"
"Terpene","1"
"Chaperone (clinical)","1"
"Patient satisfaction","1"
"Construct validity","1"
"Alpha (finance)","1"
"Isothermal process","1"
"Priming (agriculture)","1"
"Test (biology)","1"
"Analysis of variance","1"
"Self-efficacy","1"
"Repeated measures design","1"
"Nucleus","1"
"Kidney cancer","1"
"Stabilizer (aeronautics)","1"
"Biological activity","1"
"Central nervous system","2"
"Brain tumor","1"
"Blood–brain barrier","2"
"Pentoxide","1"
"Vanadium","1"
"Control (management)","3"
"Control theory (sociology)","1"
"Blood supply","1"
"Dwell time","1"
"Addiction","1"
"Carborane","1"
"Emulsion","1"
"Acetyltransferases","1"
"Histone Acetyltransferases","1"
"Model predictive control","1"
"Adjunct","1"
"Mesoporous organosilica","3"
"Molecular diagnostics","1"
"Cancer biomarkers","1"
"Molecular biomarkers","1"
"Risk factor","1"
"Treatment of lung cancer","1"
"Epidemiology","1"
"Radiofrequency ablation","1"
"Tobacco mosaic virus","1"
"Mosaic","1"
"Ferritin","1"
"Krüppel","1"
"Molecular dynamics","1"
"Protein subunit","1"
"Superoxide","1"
"Superoxide radical","1"
"Coding (social sciences)","1"
"Non-coding RNA","1"
"Insulin","2"
"Glucose transporter","1"
"GLUT1","1"
"Zoology","1"
"Vasculogenic mimicry","1"
"Mimicry","1"
"Molecular mimicry","1"
"Adjuvant radiotherapy","1"
"Electron paramagnetic resonance","1"
"Chromatin","1"
"Infectivity","1"
"Cysteamine","1"
"Radiation oncology","2"
"Image (mathematics)","1"
"Histogram","1"
"Multiple myeloma","3"
"Bortezomib","3"
"Swarm robotics","1"
"Presentation (obstetrics)","1"
"Cardiac function curve","1"
"Muscle hypertrophy","1"
"Neurotrophin","1"
"Trk receptor","1"
"Feces","1"
"Endocytic cycle","1"
"Lipid accumulation","1"
"Fusion","1"
"Radix (gastropod)","1"
"Receptor Protein-Tyrosine Kinases","1"
"Protein-Tyrosine Kinases","1"
"Ultrasound imaging","2"
"PET-CT","1"
"Wireless","1"
"Tracking (education)","1"
"Autofluorescence","1"
"Production (economics)","1"
"Water splitting","1"
"Biofuel","1"
"Mount","1"
"Replication (statistics)","1"
"Veterinary medicine","1"
"Thioredoxin reductase","2"
"Thioredoxin","2"
"Bioenergetics","1"
"Penile cancer","1"
"Penis","1"
"MUC1","1"
"Nitrogen","1"
"Mineralization (soil science)","1"
"Stoichiometry","1"
"Oxaliplatin","1"
"Gap junction","1"
"Nanodevice","1"
"Fibroin","1"
"SILK","1"
"Urothelial carcinoma","1"
"Metastatic Urothelial Carcinoma","1"
"Rhodamine B","1"
"Polypyrrole","1"
"BODIPY","2"
"Electronics","1"
"Ion beam","1"
"Willow","1"
"Woody plant","1"
"Salicin","1"
"Salicaceae","1"
"Hematopoietic stem cell transplantation","1"
"Sonication","1"
"Photonics","1"
"PTEN","1"
"Sirtuin","1"
"Process management","1"
"Pharmacy","1"
"RNase P","1"
"RNase H","1"
"Epigallocatechin gallate","1"
"Blood cancer","1"
"Matrix metalloproteinase","1"
"Zerovalent iron","1"
"Integrative medicine","2"
"Etoposide","1"
"Absorption (acoustics)","2"
"Quantum yield","1"
"Molecular physics","2"
"Energy transfer","3"
"Podophyllotoxin","1"
"Software","1"
"Open source","1"
"Complete response","1"
"Turn (biochemistry)","1"
"Caveolae","1"
"Pinocytosis","1"
"INT","1"
"Superinfection","1"
"Regulation of gene expression","1"
"Regulon","1"
"Tirapazamine","1"
"Free-radical theory of aging","2"
"Scavenger","2"
"Oxidative damage","2"
"Free radical scavenger","2"
"Secondary prevention","1"
"Sorbitol","1"
"Immune privilege","1"
"Management","1"
"Deliverable","1"
"Animal science","1"
"Heat stress","1"
"Management science","1"
"Foundation (evidence)","2"
"Metformin","1"
"Atovaquone","1"
"Anti malarial","1"
"Classics","1"
"Metastasectomy","1"
"Glutathione peroxidase","1"
"Selenoprotein","1"
"Emergency medicine","1"
"Patient compliance","1"
"Orthopedic surgery","1"
"Adjunctive treatment","1"
"Tissue transglutaminase","1"
"Protein engineering","1"
"Proteasome inhibitor","2"
"Advertising","1"
"Bespoke","1"
"Medical therapy","1"
"Rhodamine","1"
"China","1"
"Sphingolipid","1"
"Germline mutation","1"
"CHEK2","1"
"Urine","1"
"Melittin","1"
"Combinatorial synthesis","1"
"Electrical impedance","1"
"Anode","1"
"Nanoporous","1"
"Methionine","1"
"Staphylococcus aureus","1"
"Vancomycin","1"
"Linezolid","1"
"High-intensity focused ultrasound","1"
"Therapeutic ultrasound","1"
"Cervix","1"
"Pediatric oncology","1"
"Complementary therapy","1"
"Health professionals","1"
"Gangrene","1"
"Negative-pressure wound therapy","1"
"Rescue therapy","1"
"Calcium channel","1"
"Narrative","1"
"Storytelling","1"
"Play therapy","1"
"Wax","1"
"Pace","1"
"Tertiary care","1"
"Stent","1"
"Self-expandable metallic stent","1"
"Newcastle disease","1"
"International agency","1"
"Mitomycin C","1"
"Medication adherence","1"
"Mobile apps","1"
"Selection (genetic algorithm)","1"
"Magnetite","1"
"Virtual screening","1"
"Dendritic cell","1"
"Glutamate carboxypeptidase II","1"
"Contamination","1"
"Environmental remediation","1"
"Neurocognitive","1"
"Fas ligand","1"
"Radiation exposure","1"
"Helicase","1"
"Ideal (ethics)","1"
"Enterovirus","1"
"Coxsackievirus","1"
"Combinatorics","1"
"Saturation (graph theory)","1"
"Oxygen saturation","1"
"Informatics","1"
"Translational bioinformatics","1"
"Testosterone (patch)","1"
"Hormone replacement therapy (female-to-male)","1"
"Hormone therapy","1"
"Subcellular localization","1"
"Training (meteorology)","1"
"Civil engineering","1"
"Underpinning","1"
"Primary (astronomy)","1"
"Primary treatment","1"
"Nanoengineering","1"
"Human breast","1"
"Ayurvedic medicine","1"
"Deep learning","1"
"Chondroitin sulfate","1"
"Glycosaminoglycan","1"
"Adenosine","1"
"HIF1A","1"
"Stomatitis","1"
"Matrix (chemical analysis)","1"
"Resonance (particle physics)","1"
"Bioluminescence","1"
"Terminal cancer","1"
"Radiomics","1"
"PLK1","1"
"Hormonal therapy","1"
"Endocrine system","1"
"Mononuclear phagocyte system","1"
"Point (geometry)","1"
"Cell membrane","1"
"Singlet state","1"
"Solubilization","1"
"Diradical","1"
"Outpatient clinic","1"
"Ecological niche","1"
"Habitat","1"
