"conceptTitle","countWork"
"Carbonic anhydrase","2"
"Organic molecules","3"
"Phosphoenolpyruvate carboxykinase","1"
"Cell growth","4"
"Renal cell carcinoma","1"
"Heat shock protein","4"
"Hsp90","4"
"Hsp90 inhibitor","4"
"Geldanamycin","4"
"Ferrofluid","1"
"Ultrasonic sensor","2"
"Magneto","1"
"Meteorology","4"
"Helmholtz coil","1"
"Functional genomics","1"
"Electrochemistry","5"
"Prussian blue","4"
"Therapeutic modalities","4"
"Phosphorus","3"
"Black phosphorus","4"
"Mitochondrion","5"
"Hematopoietic stem cell","2"
"Mitosis","2"
"Trastuzumab","1"
"Metastatic breast cancer","5"
"Metastatic melanoma","5"
"Property (philosophy)","1"
"Agronomy","1"
"Biomass (ecology)","1"
"Ethylene glycol","1"
"Tirapazamine","2"
"Melanin","2"
"Compendium","1"
"Precision oncology","1"
"Genomic medicine","2"
"Heart disease","2"
"Inotrope","1"
"Acute decompensated heart failure","1"
"Psychosocial","1"
"Stress management","1"
"Linguistics","6"
"Crystal structure","2"
"X-ray crystallography","2"
"Metallacycle","2"
"Self-assembly","2"
"Diffraction","2"
"Feature (linguistics)","3"
"Green fluorescent protein","1"
"Molecular machine","1"
"Confined space","1"
"Tetraphenylethylene","1"
"Ferulic acid","2"
"Methotrexate","1"
"Sunitinib","1"
"Nanomaterial-based catalyst","1"
"Messenger RNA","2"
"RNA splicing","1"
"Nonsense-mediated decay","1"
"Nonsense","1"
"Internet privacy","1"
"Communication","1"
"Nutrient","1"
"Affect (linguistics)","1"
"Ligand (biochemistry)","2"
"Mucoadhesion","1"
"Bioadhesive","1"
"Mucus","1"
"Patient compliance","1"
"Cosmetics","1"
"Cosmeceuticals","1"
"Transdermal","4"
"Skin barrier","1"
"Agonist","1"
"Sumatriptan","1"
"Zolmitriptan","1"
"Parkinson's disease","2"
"Piperine","1"
"Pramipexole","1"
"Plasmodium falciparum","2"
"Artemisinin","2"
"Dihydroartemisinin","2"
"Focused ultrasound","2"
"Ultrasound imaging","1"
"Cavitation","2"
"Acoustic streaming","1"
"Plant virus","1"
"RNA-dependent RNA polymerase","1"
"Capsid","1"
"Cowpea mosaic virus","1"
"Brome mosaic virus","1"
"Profiling (computer programming)","4"
"Molecular diagnostics","1"
"Commerce","1"
"On demand","1"
"Tyrosine kinase","2"
"Protein-Tyrosine Kinases","1"
"Tyrosine-kinase inhibitor","1"
"Neovascularization","2"
"Matrix metalloproteinase","1"
"Thrombospondin 1","1"
"Metalloproteinase","1"
"Thrombospondin","1"
"Umbilical vein","1"
"CD36","1"
"Angiogenesis inhibitor","1"
"Human umbilical vein endothelial cell","1"
"Thrombospondins","1"
"Pharmacodynamics","1"
"Phagocytosis","1"
"Docetaxel","2"
"Major histocompatibility complex","1"
"Immune escape","1"
"Evasion (ethics)","1"
"Hematology","3"
"Antigen-presenting cell","1"
"Therapeutic approach","1"
"Cancer chemotherapy","1"
"Geography","1"
"Microeconomics","1"
"Cartography","1"
"Econometrics","1"
"Respondent","1"
"Revealed preference","1"
"Scale (ratio)","1"
"Preference","1"
"Conjoint analysis","1"
"Cognitive impairment","1"
"Insomnia","2"
"Membrane permeability","2"
"Survivin","1"
"Inhibitor of apoptosis","1"
"Protein expression","1"
"Informatics","1"
"USable","1"
"Psoriasis","1"
"Systemic disease","1"
"Dosing","1"
"Systemic inflammation","1"
"Systemic therapy","2"
"DNA glycosylase","2"
"PARP inhibitor","3"
"MUTYH","1"
"DABCO","1"
"Octane","1"
"Stratum corneum","2"
"Ruthenium","5"
"Vitamin B12","1"
"Cobalamin","1"
"Absorbance","4"
"Cover (algebra)","1"
"Wavelength","1"
"Food and drug administration","1"
"Irritable bowel syndrome","1"
"Pharmaceutical technology","1"
"Epilepsy","4"
"Ketogenic diet","4"
"Pediatrics","3"
"Pediatric epilepsy","1"
"Neurodegeneration","2"
"Folate receptor","2"
"Electromagnetic field","1"
"Simulation","1"
"Thermoregulation","1"
"Coronavirus disease 2019 (COVID-19)","3"
"Viral therapy","3"
"Comet assay","1"
"Chromatin","1"
"Epigenomics","1"
"Pure mathematics","1"
"Field (mathematics)","1"
"Design thinking","1"
"Chemoimmunotherapy","1"
"Preclinical research","1"
"Folic acid","2"
"Modulation (music)","4"
"Cell cycle checkpoint","1"
"G2-M DNA damage checkpoint","1"
"Therapeutic window","1"
"Oligodendroglioma","1"
"Astrocytoma","1"
"Avelumab","2"
"Tremelimumab","1"
"Levitation","1"
"Antifungal","1"
"Natural product","3"
"Antiparasitic","1"
"Thyroid carcinoma","1"
"Follicular thyroid cancer","1"
"Anaplastic thyroid cancer","2"
"Papillary thyroid cancer","2"
"Cell adhesion molecule","1"
"ICAM-1","1"
"General surgery","3"
"Neck dissection","1"
"Retinal","1"
"Retina","1"
"Albumin","1"
"Serum albumin","1"
"Proteasome","4"
"Human health","1"
"Protein degradation","2"
"Calcein","1"
"Aspirin","2"
"Cancer prevention","1"
"Regulator","2"
"Diabetes mellitus","1"
"Type 2 diabetes","1"
"Life satisfaction","1"
"Acceptance and commitment therapy","5"
"Group (periodic table)","1"
"Human immunodeficiency virus (HIV)","2"
"Group psychotherapy","2"
"Physical medicine and rehabilitation","1"
"Plan (archaeology)","1"
"Politics","1"
"Promotion (chess)","1"
"Statistic","1"
"Suppressor","3"
"Myeloid-derived Suppressor Cell","1"
"Alkyl","1"
"Sulfonyl","1"
"Homeostasis","1"
"Calcium","1"
"Temozolomide","1"
"Nicardipine","1"
"Radiomics","2"
"Viral replication","1"
"CpG Oligodeoxynucleotide","1"
"CpG site","1"
"Obesity","3"
"Fatty acid","1"
"Metabolic syndrome","1"
"Coenzyme Q10","1"
"Polyunsaturated fatty acid","1"
"Carnosine","1"
"Ghrelin","1"
"Taurine","1"
"Pathophysiology","1"
"Nephrology","2"
"Multidisciplinary approach","4"
"Kidney cancer","1"
"B cell","1"
"B-cell lymphoma","1"
"Viability assay","5"
"Fragmentation (computing)","1"
"DNA fragmentation","1"
"Cysteamine","1"
"Mesothelioma","1"
"Asbestos","1"
"Embryonic stem cell","3"
"Induced pluripotent stem cell","3"
"Drug response","1"
"Cancer cell lines","1"
"Base pair","1"
"DNA nanotechnology","2"
"DNA origami","2"
"Fertility","1"
"Fertility preservation","1"
"Oncofertility","1"
"Microscopy","1"
"Protoporphyrin IX","1"
"Atomic force microscopy","1"
"Traditional Chinese medicine","1"
"Phosphorene","1"
"Transmembrane protein","1"
"Transmembrane domain","1"
"Cytoplasm","2"
"Cysteine","1"
"Cysteine protease","1"
"DNA sequencing","3"
"Exome sequencing","2"
"Single cell sequencing","2"
"Redox","3"
"Soil science","2"
"Miami","1"
"Gelatin","1"
"Clinical Oncology","3"
"Pollination","1"
"Pollen","1"
"Cell membrane","4"
"Cell surface receptor","1"
"Lipid microdomain","1"
"Cell wall","1"
"Apoplast","1"
"Pollen tube","1"
"Proteasome inhibitor","1"
"Bortezomib","2"
"Ubiquitin ligase","3"
"Proteolysis","1"
"DNA ligase","1"
"Ternary complex","1"
"Target protein","1"
"Degradation (telecommunications)","3"
"Benzothiazole","1"
"Active oxygen","1"
"Aporphine","1"
"Telomerase","2"
"Germination","1"
"Geotechnical engineering","1"
"Senescence","1"
"Dormancy","1"
"Persistence (discontinuity)","1"
"Antiangiogenic therapy","1"
"Alloy","2"
"Microstructure","2"
"Sintering","1"
"FOIL method","1"
"Intermetallic","1"
"FEAL","1"
"Spect imaging","1"
"Radioactive iodine","1"
"Bone imaging","1"
"Craniotomy","1"
"Interferon","1"
"Ionizing radiation","2"
"Scoring system","1"
"Mdm2","3"
"Heparin","2"
"Low molecular weight heparin","1"
"EconLit","1"
"Health economics","1"
"CINAHL","2"
"Critical appraisal","1"
"Esophageal cancer","1"
"Rest (music)","1"
"Adversary","1"
"Virtuous circle and vicious circle","1"
"Tumor initiation","2"
"Blood flow","1"
"Peristaltic pump","1"
"Peristalsis","1"
"Drug treatment","1"
"Luteolin","1"
"Quercetin","1"
"Geomorphology","1"
"Weathering","1"
"Lactic acid","1"
"Nanotube","2"
"Halloysite","3"
"Fiber","1"
"Epoxy","1"
"Durability","1"
"Basalt fiber","1"
"Small interfering RNA","4"
"Set (abstract data type)","2"
"Product (mathematics)","1"
"Template","2"
"Rhenium","1"
"Applied mathematics","5"
"Controllability","1"
"Nanosheet","2"
"Vacancy defect","1"
"Copper sulfide","1"
"Ferrimagnetism","1"
"Two-photon excitation microscopy","2"
"Carcinoma","7"
"Small-cell carcinoma","1"
"Blood cell","1"
"Small Cell Lung Carcinoma","1"
"Biopsy","2"
"Circulating tumor cell","2"
"Neoadjuvant therapy","3"
"Resection","1"
"Hepatectomy","1"
"Janus","1"
"Green-light","1"
"Activator (genetics)","1"
"Blue light","1"
"Bimetallic strip","2"
"Nanodiamond","2"
"Diamond","2"
"G protein-coupled receptor","2"
"Menthol","1"
"Coumarin","1"
"Corrosion","1"
"Soil water","1"
"Precipitation","1"
"Leaching (pedology)","1"
"Grain size","1"
"Band gap","1"
"Scanning electron microscope","1"
"Ultraviolet","1"
"Photoluminescence","1"
"Esterase","1"
"Protein–protein interaction","1"
"Transformation (genetics)","1"
"Interaction network","2"
"Protein Interaction Networks","1"
"Computer graphics (images)","1"
"Contouring","1"
"Dual function","1"
"Squamous cell cancer","2"
"Pectin","1"
"Bovine serum albumin","2"
"Fetal bovine serum","1"
"Tumor necrosis factor alpha","1"
"Mediator","2"
"Biosafety","1"
"Cyclodextrin","1"
"Biotinylation","1"
"Starvation","1"
"Analyte","1"
"Overall survival","1"
"Endometrial cancer","2"
"Epithelial ovarian cancer","1"
"Taxane","1"
"Stacking","1"
"Surface charge","1"
"Cystectomy","2"
"Urothelial cancer","2"
"Osteoporosis","1"
"Omics","1"
"Histology","1"
"Proportional hazards model","2"
"Chlorophyll","1"
"Chlorophyllin","1"
"Human bladder","1"
"Personalization","1"
"Adaptive response","1"
"Protocol (science)","1"
"Dose fractionation","1"
"Adaptation (eye)","2"
"Solution focused brief therapy","1"
"Polymerization","4"
"Doxorubicin Hydrochloride","1"
"Ionic strength","1"
"Methacrylate","1"
"Corona (planetary geology)","1"
"Venus","1"
"Grafting","1"
"RNA interference","1"
"Transfection","4"
"Palliative care","5"
"CA15-3","1"
"Injector","1"
"Beam emittance","1"
"Thermal emittance","1"
"Quadrupole","1"
"Radio-frequency quadrupole","1"
"Carica","1"
"Human serum albumin","1"
"Glutaraldehyde","1"
"Radionuclide therapy","1"
"Salivary gland cancer","1"
"Salivary gland","1"
"Adenoid cystic carcinoma","1"
"Druggability","3"
"Circulating tumor DNA","1"
"DNA profiling","1"
"Cervical intraepithelial neoplasia","1"
"Hybrid capture","1"
"Biomaterial","1"
"Stimulation","1"
"Popularity","1"
"Neuromodulation","1"
"Neural activity","1"
"Prednisolone","1"
"Data mining","3"
"Standardization","1"
"Analytics","2"
"Big data","2"
"Radiogenomics","1"
"Cloud computing","1"
"Mainstream","1"
"Data management","1"
"Solubilization","1"
"Concanavalin A","1"
"Mannose","1"
"Microporous material","1"
"Biomimetics","1"
"Cobalt","1"
"Radiation","2"
"Exfoliation joint","1"
"Kinetics","1"
"Phosphorescence","1"
"Circular RNA","1"
"Art therapy","1"
"Cardiac resynchronization therapy","1"
"Diastole","1"
"Cationic liposome","2"
"Homologous chromosome","1"
"Cytochrome c","1"
"Protamine","1"
"Accounting","3"
"Variance reduction","3"
"Mathematical optimization","5"
"Channel (broadcasting)","1"
"Variance (accounting)","3"
"Class (philosophy)","2"
"Convergence (economics)","4"
"Rate of convergence","1"
"Bellman equation","4"
"Reinforcement learning","2"
"Ideal (ethics)","2"
"Stochastic approximation","3"
"State space","2"
"Nonlinear system","2"
"Optimal control","3"
"Stochastic programming","1"
"Optimization problem","1"
"Maximum principle","1"
"Stochastic optimization","1"
"Control variable","1"
"Markov decision process","1"
"Markov process","1"
"Approximation algorithm","1"
"Function approximation","1"
"Discrete mathematics","1"
"Control (management)","2"
"Kalman filter","1"
"Observability","1"
"Estimator","1"
"Control theory (sociology)","2"
"Model predictive control","1"
"Stochastic control","1"
"Duality (order theory)","1"
"Iridium","1"
"Swallowing","1"
"Polythiophene","1"
"Delocalized electron","1"
"Conductive polymer","1"
"Polypyrrole","1"
"Cluster analysis","1"
"Dynamic programming","1"
"Pancreas","1"
"CDKN2A","1"
"Pancreatic Intraepithelial Neoplasia","1"
"Quantum","1"
"Tropomyosin","1"
"Myosin","1"
"Tropomyosin receptor kinase A","1"
"Carbon quantum dots","1"
"Carbon Nanoparticles","1"
"Antibody response","1"
"Toll","1"
"Distress","1"
"Psychoeducation","2"
"Single Center","2"
"Oxygen therapy","1"
"Terminally ill","1"
"Solid tumor","1"
"Zwitterion","1"
"Bacterial adhesin","1"
"Streptococcus","1"
"Carbene","1"
"Sepsis","1"
"Itching","1"
"Interleukin 6","2"
"Janus kinase","1"
"STAT protein","1"
"Leukemia inhibitory factor","2"
"Leukemia inhibitory factor receptor","2"
"Subfamily","1"
"p38 mitogen-activated protein kinases","1"
"Arrestin","1"
"Critical micelle concentration","1"
"Confocal microscopy","1"
"Cystamine","1"
"Poloxamer","1"
"Transcription (linguistics)","1"
"Ex vivo","2"
"Phosphonate","1"
"Fluorescence microscope","1"
"Autofluorescence","1"
"Electronic engineering","1"
"Sensitivity (control systems)","1"
"BRCA mutation","1"
"Germline","1"
"Mitomycin C","1"
"Recombinant DNA","4"
"Viral vector","4"
"Tensin","2"
"Transduction (biophysics)","2"
"Fishery","2"
"Venom","1"
"Snake venom","1"
"Cytoskeleton","1"
"Ezrin","1"
"Viral protein","1"
"Viral infection","1"
"Retinoblastoma","1"
"Efflux","1"
"Genetically modified organism","2"
"Genetically engineered","2"
"Telomerase reverse transcriptase","1"
"Pulmonary embolism","1"
"Complication","1"
"Percutaneous","2"
"Asymptomatic","1"
"Air embolism","1"
"Odds ratio","1"
"Pneumothorax","1"
"Fluoroscopy","1"
"Plasma","3"
"Manufacturing engineering","1"
"Nuclear engineering","1"
"Low energy","1"
"Engineering physics","1"
"Fusion","1"
"Ion beam","1"
"Fusion power","1"
"Heavy ion","1"
"Inertial confinement fusion","1"
"High energy","1"
"Technology development","1"
"Clostridium difficile","1"
"Fecal bacteriotherapy","1"
"Photon","1"
"Estrogen receptor","2"
"Tamoxifen","1"
"Aromatase","1"
"Anastrozole","1"
"Aromatase inhibitor","1"
"Letrozole","1"
"Exemestane","1"
"Selective estrogen receptor modulator","1"
"Androgen receptor","2"
"Androgen","1"
"Bicalutamide","1"
"Enzalutamide","1"
"Flutamide","1"
"False positive paradox","1"
"Thermal diffusivity","1"
"Human gastrointestinal tract","1"
"Inflammatory bowel disease","1"
"Gastrointestinal tract","1"
"Gastrointestinal cancer","1"
"Pet imaging","1"
"Aerobic exercise","2"
"Encapsulation (networking)","1"
"Ginsenoside","1"
"MCF-7","1"
"Photosynthesis","1"
"Photoprotection","1"
"Skin Aging","1"
"Hippo signaling pathway","1"
"Limiting","1"
"Polydimethylsiloxane","1"
"Generator (circuit theory)","1"
"Life expectancy","1"
"Cyclotron","1"
"Analysis of variance","1"
"Indentation hardness","1"
"Acrylic resin","1"
"Statistical analysis","1"
"Fish <Actinopterygii>","1"
"Saprolegnia","1"
"Rainbow trout","1"
"Aloe vera","1"
"Immunostimulant","1"
"Robustness (evolution)","1"
"Bromodomain","1"
"Vemurafenib","2"
"Panobinostat","1"
"Cyclin D1","1"
"Cyclin-dependent kinase 1","1"
"Wee1","1"
"Blood cancer","1"
"Epidemiology","1"
"Surveillance, Epidemiology, and End Results","1"
"Cancer registry","1"
"Multivariate statistics","1"
"Nomogram","1"
"Univariate","1"
"Concordance","1"
"Central nervous system","2"
"Cancer metastasis","1"
"Allele","1"
"Microsatellite","1"
"Microsatellite instability","1"
"CTLA-4","2"
"Management","1"
"Term (time)","1"
"Patient satisfaction","1"
"Estimation","1"
"Construct validity","1"
"Induction therapy","1"
"Alpha (finance)","1"
"Correlation","1"
"Viscum album","1"
"Dextran","2"
"Sulfate","1"
"PEGylation","2"
"Feature selection","1"
"Selection (genetic algorithm)","2"
"Biological data","1"
"Drug target","1"
"Cyclin-dependent kinase","1"
"Atmospheric pressure","1"
"Plasma cleaning","1"
"Jet (fluid)","1"
"Atmospheric-pressure plasma","1"
"Demography","1"
"Fusion gene","1"
"PALB2","1"
"Germline mutation","1"
"Fetus","1"
"Prenatal diagnosis","1"
"Pregnancy","1"
"Cell-free fetal DNA","1"
"Oncolytic adenovirus","1"
"Receptor tyrosine kinase","1"
"KOSR","1"
"Progenitor cell","1"
"Hematological disorders","1"
"Pulmonary adenocarcinoma","1"
"Bevacizumab","1"
"ROS1","1"
"Anaplastic lymphoma kinase","1"
"Gefitinib","1"
"Trametinib","1"
"Sonic hedgehog","1"
"Hedgehog signaling pathway","1"
"Blood–brain barrier","1"
"Medulloblastoma","1"
"Vismodegib","1"
"GLI1","1"
"Microsphere","1"
"Cancer-related fatigue","1"
"Medical prescription","1"
"Intestinal failure","1"
"Referral","1"
"Mitochondrial DNA","1"
"Physiology","2"
"UCP3","1"
"Uncoupling protein","1"
"Brown adipose tissue","1"
"Thermogenin","1"
"Sex characteristics","1"
"Indium","1"
"Nitride","1"
"Graphitic carbon nitride","1"
"Carbon nitride","1"
"Intercalation (chemistry)","1"
"Mineralogy","1"
"Hematite","1"
"Chromate conversion coating","1"
"Calcination","1"
"Hepatocellular cancer","1"
"Flow cytometry","2"
"Urine","2"
"Cytokeratin","1"
"Cytometry","1"
"TIGIT","1"
"Repertoire","1"
"Rehabilitation","1"
"Immunoediting","1"
"Immunosurveillance","1"
"Predictive marker","1"
"Predictive value","1"
"Surgical oncology","1"
"Sting","1"
"End-of-life care","1"
"Natural selection","1"
"Trait","1"
"Lymphedema","1"
"Positive deviance","1"
"Bleomycin","1"
"Oxaliplatin","1"
"Germ cell tumors","1"
"Germinoma","1"
"Etoposide","1"
"Carboplatin","1"
"Salvage therapy","1"
"Testicular cancer","1"
"Estrogen","1"
"Estrogen receptor alpha","1"
"Estrogen receptor beta","1"
"Statistical inference","1"
"Inference","1"
"Extinction (optical mineralogy)","1"
"Basic reproduction number","1"
"Stochastic modelling","1"
"Statistical physics","1"
"Hopf bifurcation","1"
"Viral load","1"
"Bifurcation","1"
"Bistability","1"
"Gompertz function","1"
"Intensity (physics)","1"
"Light intensity","1"
"Cognitive science","1"
